id,dataset,lat,lng,size,n,final_kernel,mpll,rmse,n_restarts_optimiser,rbf_ls_init,rbf_ls_lb,rbf_ls_ub,rq_a_init,rq_a_lb,rq_a_ub,rq_ls_init,rq_ls_lb,rq_ls_ub,wk_var_mult_lb,wk_var_mult_ub,alpha_var_multiplier,logadj
1163.0,landreg,51.45988,-0.17668,340.0,966.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1164.0,landreg,51.45988,-0.17204,357.0,705.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1165.0,landreg,51.45988,-0.1674,340.0,1272.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1166.0,landreg,51.45988,-0.16276,340.0,1341.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1167.0,landreg,51.45988,-0.15812,455.632517813,702.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1168.0,landreg,51.45988,-0.1442,706.835581,755.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1169.0,landreg,51.45988,-0.13956,610.591150848,761.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1170.0,landreg,51.45988,-0.13492,433.93573125,702.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1171.0,landreg,51.45988,-0.13028,374.85,721.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1172.0,landreg,51.45988,-0.12564,340.0,1045.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1173.0,landreg,51.45988,-0.121,340.0,812.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1174.0,landreg,51.45988,-0.11636,455.632517813,731.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1175.0,landreg,51.45988,-0.11172,340.0,866.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1176.0,landreg,51.45988,-0.10708,581.51538176,795.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1177.0,landreg,51.45988,-0.10244,581.51538176,719.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1178.0,landreg,51.45988,-0.0978,553.824173104,812.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1179.0,landreg,51.45988,-0.09316,610.591150848,706.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1180.0,landreg,51.45988,-0.08852,742.17736005,850.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1181.0,landreg,51.45988,-0.08388,553.824173104,725.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1182.0,landreg,51.45988,-0.07924,433.93573125,859.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1183.0,landreg,51.45988,-0.0746,374.85,720.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1184.0,landreg,51.45988,-0.06996,357.0,706.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1185.0,landreg,51.45988,-0.06532,581.51538176,855.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1186.0,landreg,51.45988,-0.06068,706.835581,735.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1187.0,landreg,51.45988,-0.05604,641.12070839,732.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1188.0,landreg,51.45988,-0.0514,553.824173104,779.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1189.0,landreg,51.45988,-0.04676,553.824173104,753.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1190.0,landreg,51.45988,-0.04212,673.176743809,750.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1191.0,landreg,51.45988,-0.03748,527.451593433,725.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1192.0,landreg,51.45988,-0.03284,413.272125,731.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1193.0,landreg,51.45988,-0.0282,641.12070839,730.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1194.0,landreg,51.45988,-0.02356,610.591150848,787.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1195.0,landreg,51.45988,-0.01892,527.451593433,857.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1196.0,landreg,51.45988,-0.01428,641.12070839,881.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1197.0,landreg,51.45988,-0.00964,553.824173104,741.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1198.0,landreg,51.45988,-0.005,478.414143703,725.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1199.0,landreg,51.45988,-0.00036,374.85,721.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1200.0,landreg,51.45988,0.00428,478.414143703,882.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1201.0,landreg,51.45988,0.00892,502.334850888,712.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1202.0,landreg,51.45988,0.01356,610.591150848,738.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1203.0,landreg,51.45988,0.0182,818.250539455,723.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1204.0,landreg,51.45988,0.02284,947.227280737,742.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1205.0,landreg,51.45988,0.02748,902.121219749,939.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1206.0,landreg,51.45988,0.03212,779.286228052,754.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1207.0,landreg,51.45988,0.03676,779.286228052,826.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1208.0,landreg,51.45988,0.0414,859.163066428,790.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1209.0,landreg,51.45988,0.04604,818.250539455,751.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1210.0,landreg,51.45988,0.05068,610.591150848,749.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1211.0,landreg,51.45988,0.05532,553.824173104,835.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1212.0,landreg,51.45988,0.05996,478.414143703,741.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1213.0,landreg,51.45988,0.0646,673.176743809,812.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1214.0,landreg,51.45988,0.08316,2067.67836054,631.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1215.0,landreg,51.46276,-0.27876,610.591150848,736.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1216.0,landreg,51.46276,-0.27412,413.272125,751.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1217.0,landreg,51.46276,-0.26948,413.272125,725.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1218.0,landreg,51.46276,-0.26484,478.414143703,752.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1219.0,landreg,51.46276,-0.2602,581.51538176,702.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1220.0,landreg,51.46276,-0.25556,706.835581,737.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1221.0,landreg,51.46276,-0.25092,779.286228052,715.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1222.0,landreg,51.46276,-0.24628,742.17736005,736.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1223.0,landreg,51.46276,-0.24164,502.334850888,707.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1224.0,landreg,51.46276,-0.237,502.334850888,746.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1225.0,landreg,51.46276,-0.23236,393.5925,817.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1226.0,landreg,51.46276,-0.22772,340.0,969.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1227.0,landreg,51.46276,-0.22308,433.93573125,963.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1228.0,landreg,51.46276,-0.21844,340.0,712.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1229.0,landreg,51.46276,-0.2138,374.85,763.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1230.0,landreg,51.46276,-0.20916,340.0,749.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1231.0,landreg,51.46276,-0.20452,553.824173104,718.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1232.0,landreg,51.46276,-0.19988,433.93573125,728.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1233.0,landreg,51.46276,-0.19524,527.451593433,786.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1234.0,landreg,51.46276,-0.1906,340.0,1039.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1235.0,landreg,51.46276,-0.18596,393.5925,905.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1236.0,landreg,51.46276,-0.18132,374.85,756.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1237.0,landreg,51.46276,-0.17668,340.0,930.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1238.0,landreg,51.46276,-0.17204,433.93573125,711.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1239.0,landreg,51.46276,-0.1674,340.0,1249.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1240.0,landreg,51.46276,-0.16276,340.0,1492.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1241.0,landreg,51.46276,-0.15812,340.0,1562.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1242.0,landreg,51.46276,-0.15348,340.0,1023.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1243.0,landreg,51.46276,-0.14884,478.414143703,765.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1244.0,landreg,51.46276,-0.1442,455.632517813,723.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1245.0,landreg,51.46276,-0.13956,455.632517813,855.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1246.0,landreg,51.46276,-0.13492,357.0,861.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1247.0,landreg,51.46276,-0.13028,340.0,1036.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1248.0,landreg,51.46276,-0.12564,340.0,904.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1249.0,landreg,51.46276,-0.121,340.0,828.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1250.0,landreg,51.46276,-0.11636,527.451593433,786.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1251.0,landreg,51.46276,-0.11172,553.824173104,722.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1252.0,landreg,51.46276,-0.10708,706.835581,834.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1253.0,landreg,51.46276,-0.10244,581.51538176,741.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1254.0,landreg,51.46276,-0.0978,413.272125,708.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1255.0,landreg,51.46276,-0.09316,641.12070839,933.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1256.0,landreg,51.46276,-0.08852,610.591150848,700.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1257.0,landreg,51.46276,-0.08388,610.591150848,779.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1258.0,landreg,51.46276,-0.07924,478.414143703,845.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1259.0,landreg,51.46276,-0.0746,393.5925,743.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1260.0,landreg,51.46276,-0.06996,374.85,733.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1261.0,landreg,51.46276,-0.06532,502.334850888,774.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1262.0,landreg,51.46276,-0.06068,455.632517813,720.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1263.0,landreg,51.46276,-0.05604,610.591150848,708.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1264.0,landreg,51.46276,-0.04676,553.824173104,831.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1265.0,landreg,51.46276,-0.04212,413.272125,780.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1266.0,landreg,51.46276,-0.03748,478.414143703,742.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1267.0,landreg,51.46276,-0.03284,433.93573125,710.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1268.0,landreg,51.46276,-0.0282,502.334850888,703.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1269.0,landreg,51.46276,-0.02356,553.824173104,717.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1270.0,landreg,51.46276,-0.01892,502.334850888,733.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1271.0,landreg,51.46276,-0.01428,581.51538176,739.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1272.0,landreg,51.46276,-0.00964,641.12070839,733.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1273.0,landreg,51.46276,-0.005,455.632517813,701.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1274.0,landreg,51.46276,-0.00036,553.824173104,759.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1275.0,landreg,51.46276,0.00428,433.93573125,723.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1276.0,landreg,51.46276,0.00892,553.824173104,713.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1277.0,landreg,51.46276,0.01356,641.12070839,705.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1278.0,landreg,51.46276,0.0182,779.286228052,757.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1279.0,landreg,51.46276,0.02284,947.227280737,714.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1280.0,landreg,51.46276,0.02748,947.227280737,716.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1281.0,landreg,51.46276,0.03212,818.250539455,736.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1282.0,landreg,51.46276,0.03676,673.176743809,735.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1283.0,landreg,51.46276,0.0414,742.17736005,720.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1284.0,landreg,51.46276,0.04604,610.591150848,743.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1285.0,landreg,51.46276,0.05068,581.51538176,766.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1286.0,landreg,51.46276,0.05532,581.51538176,770.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1287.0,landreg,51.46276,0.05996,610.591150848,722.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1288.0,landreg,51.46276,0.0646,706.835581,720.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1289.0,landreg,51.46276,0.06924,1151.36067991,701.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1290.0,landreg,51.46564,-0.27876,610.591150848,794.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1291.0,landreg,51.46564,-0.27412,393.5925,741.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1292.0,landreg,51.46564,-0.26948,374.85,708.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1293.0,landreg,51.46564,-0.26484,340.0,712.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1294.0,landreg,51.46564,-0.2602,340.0,773.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1295.0,landreg,51.46564,-0.25556,455.632517813,737.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1296.0,landreg,51.46564,-0.25092,455.632517813,726.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1297.0,landreg,51.46564,-0.24628,779.286228052,827.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1298.0,landreg,51.46564,-0.24164,673.176743809,750.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1299.0,landreg,51.46564,-0.237,478.414143703,782.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1300.0,landreg,51.46564,-0.23236,433.93573125,798.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1301.0,landreg,51.46564,-0.22772,433.93573125,759.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1302.0,landreg,51.46564,-0.22308,340.0,838.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1303.0,landreg,51.46564,-0.21844,340.0,924.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1304.0,landreg,51.46564,-0.2138,413.272125,806.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1305.0,landreg,51.46564,-0.20916,502.334850888,762.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1306.0,landreg,51.46564,-0.20452,706.835581,764.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1307.0,landreg,51.46564,-0.19524,673.176743809,762.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1308.0,landreg,51.46564,-0.1906,553.824173104,788.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1309.0,landreg,51.46564,-0.18596,374.85,701.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1310.0,landreg,51.46564,-0.18132,340.0,924.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1311.0,landreg,51.46564,-0.17668,502.334850888,703.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1312.0,landreg,51.46564,-0.17204,455.632517813,709.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1313.0,landreg,51.46564,-0.1674,527.451593433,722.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1314.0,landreg,51.46564,-0.16276,340.0,902.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1315.0,landreg,51.46564,-0.15812,340.0,786.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1316.0,landreg,51.46564,-0.15348,340.0,887.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1317.0,landreg,51.46564,-0.14884,340.0,749.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1318.0,landreg,51.46564,-0.1442,340.0,934.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1319.0,landreg,51.46564,-0.13956,393.5925,760.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
1320.0,landreg,51.46564,-0.13492,374.85,710.0,,,,5,70.0,1.0,1000.0,0.01,0.001,100.0,1.0,1.0,100.0,0.49,0.51,0.0,0.0
