,postcode,long,lat
118,SE23 3DS,-0.0641415256355409,51.4428866504142
119,E14 9HB,-0.0183955009023424,51.4983805269698
120,N12 9HW,-0.174348007005471,51.6199806782511
121,E17 3QL,0.00327418170856212,51.5867246851939
122,NW2 5JA,-0.223710152132815,51.5470370152589
123,E17 3LJ,-0.00223780520850304,51.588095603054
124,SW9 9LW,-0.127344103787429,51.466403992575
125,SW16 2BB,-0.128653615312059,51.4284041440135
126,SW6 6PL,-0.217981760058435,51.4773038363839
127,N4 2LE,-0.0984082384026729,51.5663490225774
128,E11 3HS,0.00598498071428679,51.5558427405143
129,E14 8LR,-0.0262067688721625,51.5013269777229
131,SW10 0UN,-0.184294505905389,51.4824882260509
132,SE18 2RZ,0.0867707610527508,51.4779768618615
133,SE15 3HW,-0.0558874940639489,51.4654475703286
134,E15 1LH,0.00481921053043517,51.5499994771611
135,SE23 1LW,-0.0391372642653543,51.4477946799277
136,SE27 0SH,-0.107393964219035,51.4294026501163
137,W12 0LU,-0.240958123820635,51.5081710854169
138,E1 4DS,-0.0471214678270757,51.5230436205253
139,NW7 2LH,-0.238454970615621,51.6107360303095
140,W9 1TQ,-0.178979698673558,51.5269545212667
141,W2 1BF,-0.17197174822642,51.5190760257922
142,SW11 1HL,-0.165856963149477,51.4599357333764
143,NW11 7EL,-0.197161195659978,51.5801555836384
144,NW8 9QE,-0.178988554147192,51.5321522892464
145,SW14 8PX,-0.258768372722111,51.4688702669285
146,SE14 5DS,-0.0523372103724762,51.4781582244194
147,NW3 2UP,-0.160866542903162,51.5492879128835
148,W8 7SL,-0.196685861287496,51.5079033352037
149,SE5 8LY,-0.0792598888907357,51.4721636685786
150,W9 3JT,-0.20021360247242,51.5313738166023
151,SW1X 7PL,-0.162430759343334,51.5022188898176
152,E17 7LB,-0.0281710089226066,51.5822844343734
153,E12 5NB,0.0652476828149574,51.5507766489086
154,SW16 5JF,-0.142420878141373,51.4092350470902
155,NW6 5EX,-0.191666970116081,51.5320247070959
156,NW2 4HN,-0.211198155081793,51.5498053895283
157,N22 8ET,-0.113437112102153,51.6048274908688
158,W7 2JW,-0.327674469292267,51.5039543595477
159,SE1 3BH,-0.0781956307551578,51.4954281191205
160,SW16 2UN,-0.121473037304823,51.4288108390996
161,SE18 1PJ,0.0936903996109717,51.484418254151
162,N7 0LG,-0.124644064247238,51.5522215098184
163,SW6 7ND,-0.208212412920908,51.4825953929257
164,SW19 1SS,-0.197084815535087,51.4185238962069
165,SW12 0HG,-0.13929915035436,51.4425571627694
166,SW20 8QA,-0.220054771172266,51.414405730764
167,E11 2DA,0.0344204296176572,51.5827176560799
168,SW17 9JY,-0.166303122690102,51.4189815134219
169,SE7 8SH,0.0380667985048682,51.4893102508601
170,SW16 1PS,-0.128496135005609,51.4326101822667
171,SE1 3DF,-0.0841505898154804,51.4990866354009
172,W4 1AL,-0.256287167917733,51.5018445534574
173,SE7 7LF,0.0262861567908286,51.4828688045063
174,E17 6LR,-0.0312412999347385,51.5873897959234
175,SE22 8QX,-0.0794235186341873,51.4566090740263
176,NW1 6LS,-0.166386226270069,51.5235659995764
177,SE3 9XA,0.0113974572892369,51.4610210212835
178,W14 9QH,-0.204653515904698,51.4866684983539
179,SW1W 9DA,-0.148655321746992,51.497263163011
180,SW20 9BQ,-0.231123037283161,51.4003740829115
181,NW8 8TA,-0.16680463659638,51.5246336505163
182,SW10 9AS,-0.189248301966908,51.4857751549145
183,N1 1PA,-0.110369501844859,51.5430359245679
184,SW16 4UB,-0.133206214764639,51.4070562658697
185,SW6 3EB,-0.195251162978428,51.4679816313625
186,W1K 5SE,-0.147696917030058,51.5137942442294
187,SE10 9EY,0.00641473547048492,51.4849371659152
188,SE13 5EY,-0.00791217176067449,51.4595881926979
189,N4 2DJ,-0.0942265501633909,51.5659394573961
190,E5 8HE,-0.0533205241322045,51.5514193372682
191,N7 6FL,-0.12186805076099,51.5618350101908
192,SW10 9NB,-0.182247149533009,51.4854420129913
193,SW1W 8QN,-0.149756532801048,51.4871459681785
194,N13 6BZ,-0.0960317456495567,51.6152743797274
195,SE27 0UN,-0.102101332960973,51.4276354297316
196,SW1P 4SA,-0.128886686435027,51.4945034121541
197,SW16 5TB,-0.1412550790208,51.4142254640741
198,NW1 9SP,-0.132265189391876,51.541884850773
199,N4 2BS,-0.0896801260724941,51.5711351181631
200,SE10 9JH,-0.0077545223394039,51.4803946740563
201,E17 6EA,-0.0313961221357097,51.5901531008456
202,NW6 1UT,-0.191193647687457,51.5508744930118
203,E1W 3WB,-0.0437025407699399,51.5099833186283
204,SE6 1XB,-0.00110093389193482,51.4408572312839
205,W3 9QX,-0.278394593441165,51.5074407126293
206,SW3 2ED,-0.167127922852964,51.4957548555526
207,SE12 9NH,0.0283316901895634,51.4396950718185
208,NW3 2UT,-0.159888730166303,51.54992902705
209,NW11 6LJ,-0.187783703697828,51.5865845470941
210,N21 2PP,-0.0859918742431638,51.6293730667844
211,SE1 9JY,-0.0963111709856762,51.5063348659195
212,NW6 4SR,-0.191069824132354,51.5412686965309
213,SE20 8RL,-0.0591502895610783,51.4166982502595
214,SE22 8ND,-0.0738777273418682,51.4481548968502
215,SW3 2AG,-0.168052511177909,51.4978465709401
216,SE26 6RU,-0.0703313601864883,51.4336183387903
217,SW1H 9HP,-0.130911454943818,51.5010013399073
218,N14 4LQ,-0.126464461871884,51.6381101245131
219,NW8 9LS,-0.177018615096589,51.5331018653908
220,E17 7HE,-0.0407960316777454,51.5803826700033
221,W14 8EN,-0.208521296109806,51.5044787620034
222,E14 3NZ,-0.00856509874669535,51.4941852593215
223,SE6 1LA,0.00786806939893871,51.4422686617868
224,SW12 8BA,-0.15152754426639,51.4469052271185
225,N21 2HJ,-0.0964980667571118,51.6427896903922
226,W9 1DP,-0.182674414462381,51.5254021788643
227,SE19 2JE,-0.0729668011717832,51.4144083151309
228,SE25 5AA,-0.0773118076864929,51.3972226450417
229,SE4 2RY,-0.0344760926136619,51.4614934414041
230,W12 7NY,-0.230710234920892,51.5108315522982
231,SW1V 4EG,-0.141653130263541,51.4887713608272
232,N18 1EA,-0.0851465794609102,51.6089554671755
233,E5 9RB,-0.046251336708224,51.5612116142
234,N10 3PU,-0.137961750196438,51.5877918867753
235,N18 2DR,-0.0534552836624939,51.6117613509399
236,SE24 9LE,-0.0945709605891037,51.4540775516184
237,W5 5NW,-0.301642277167746,51.5073210689723
238,SE3 8RY,0.0348549613744931,51.4731430989089
239,N14 4RD,-0.132619566392771,51.6451772545509
240,SW11 5ED,-0.15756884826108,51.4623506574128
241,NW6 7YZ,-0.212466364869388,51.5443123920953
242,N3 2FG,-0.193765149802367,51.5988254112333
243,N4 1BJ,-0.102787569794194,51.5793420970138
244,N1 0NT,-0.104279630176321,51.5368857048321
245,W5 1AT,-0.294088100496378,51.5278578238998
246,SE11 4EE,-0.106719548428381,51.4881495398208
247,SW1X 8BT,-0.151817822658311,51.4981493543772
248,SE13 6PD,-0.00262827437355527,51.4487249602861
249,NW4 2JN,-0.212418228046039,51.5893183759865
250,N11 3NL,-0.15195460616737,51.6079491833056
251,W6 8NW,-0.21082728883682,51.4853330641327
252,E4 9EP,-0.0138680912128842,51.6179953745032
253,SW11 3JP,-0.172867832700926,51.475062747042
254,SE17 1QQ,-0.0863607781450666,51.4900042341579
255,SE22 8HP,-0.0761971691145549,51.4604230098725
256,SW2 3RR,-0.122779138910356,51.4460796346256
257,W13 9SY,-0.32072686323456,51.5048082686009
258,SE26 6TU,-0.0670670787941724,51.4328990864102
259,SW1W 8QZ,-0.150122899437727,51.4887704044047
260,NW9 0SB,-0.254915553844941,51.5856057534276
261,SE22 9QD,-0.0681579074963306,51.4605785627247
262,W12 0PB,-0.238134307764329,51.5081556737574
263,NW6 1NF,-0.198102794139705,51.5516012920294
264,N5 2SN,-0.0894840824983932,51.5530929736089
265,SW13 0JS,-0.252563184229518,51.4666017715405
266,NW1 0HR,-0.138975899486097,51.5385833616662
267,SW18 4RB,-0.193976425143787,51.4419196417352
268,NW6 2AB,-0.194396196879154,51.5443054225005
269,SE24 9JB,-0.0943857774305475,51.4523029906432
270,SW10 9BW,-0.190950154409674,51.4882653657849
271,SW11 6AB,-0.15564503024691,51.4547216882797
272,E14 9PX,-0.00440596634499813,51.5062906423566
273,E17 3JQ,-0.00584307022386803,51.5878511805005
274,SE1 2BZ,-0.0717657844888614,51.501338613126
275,SE22 9EP,-0.0720878914399435,51.4554544974203
276,SW10 9JZ,-0.187555510014261,51.4885096948674
277,N8 9EX,-0.119901576272724,51.5759306584576
278,SW15 4BU,-0.238540165619359,51.4441715025569
279,SW16 6RR,-0.144122157444609,51.4240369055843
280,SE28 0EU,0.0820589932620536,51.4927818754504
281,SW5 9SL,-0.196146774142222,51.4938218429473
282,N19 3JX,-0.13509028497693,51.5694287234884
283,E3 5AX,-0.0354996371540216,51.5264645573321
284,N4 1DQ,-0.0954328719173525,51.5757428640443
285,NW10 1SA,-0.248586909458254,51.5576083503771
286,SW17 6EB,-0.151345764343613,51.4282427175163
287,E13 9NU,0.0374768956547125,51.5271169354467
288,NW2 1EP,-0.212456080183539,51.5592935271402
289,SW8 1LH,-0.117653334587348,51.480430101648
290,NW9 5EN,-0.242999203242818,51.5962816314633
291,SE17 3JJ,-0.100930373300397,51.4818780070981
292,E14 6FX,-0.0206565905366167,51.5126990591837
293,E6 1PU,0.0389067595590008,51.533306041391
294,SE6 1HP,0.00233457296515523,51.4411043413386
295,SW19 1JR,-0.193846954317239,51.4167474626129
296,SW11 1BG,-0.165031248385591,51.4593472878277
297,N18 1PZ,-0.0762621340291232,51.6175508352867
298,E14 9LL,-0.0221535167809959,51.4981022549977
299,SE13 5AL,-0.00770749774104785,51.464287913958
301,SW14 7JH,-0.269211895216215,51.4653110348559
302,SE5 9NF,-0.0948791705195559,51.4715642316223
303,W2 5DJ,-0.197819333633371,51.5164276105472
304,SW11 5DW,-0.158108756256992,51.4725387081976
305,SE24 0NR,-0.107604006749804,51.4559972834297
306,NW4 2EW,-0.215978036149288,51.582835129854
307,SW9 0AH,-0.114766208438333,51.4729108738123
308,W2 2LH,-0.163985140751011,51.5130162368154
309,SW19 6NY,-0.207220346429769,51.4428783322571
310,NW8 7JY,-0.172290774962496,51.5280284917271
311,SE21 8AY,-0.0881918070584998,51.4289920558604
312,NW10 6BR,-0.232551618267101,51.5310202625272
313,SE15 4LN,-0.0713111948392841,51.4660260802492
314,W3 6JA,-0.26665821867953,51.5148304202822
315,NW3 6PU,-0.183135067253121,51.5525754239224
316,SE3 7HU,0.0219043967764082,51.4746531409888
317,E3 5NZ,-0.035985682847044,51.534934739696
318,SE12 0UB,0.0131336897602528,51.4386441680472
319,E3 4HJ,-0.0311524056317064,51.5216345643618
320,SE26 4NT,-0.0541940839752852,51.4290979672087
321,NW6 4LE,-0.194422866183298,51.5429030180461
322,W14 0DS,-0.219719176318979,51.4999912097697
323,SE4 1TF,-0.0332731978146748,51.4673724764825
324,NW6 3NU,-0.188447664360609,51.5433864106478
325,E2 6EE,-0.0683103183262158,51.5237632206319
326,SE4 1ED,-0.0314483785754832,51.4542394736136
327,SE18 4NZ,0.044492695834497,51.4738836826202
328,N11 3BQ,-0.150421113518017,51.6101461410211
329,SW2 1ED,-0.112086669549217,51.4600353089299
330,N7 8AW,-0.109527570668597,51.5445600765219
331,SW13 0HP,-0.244695789176195,51.4708995367571
332,N16 9PD,-0.0839003204574575,51.5555288020135
333,NW6 6EB,-0.215450978557639,51.5347449724894
334,E10 7HR,-0.0216154959221534,51.5707085717985
335,E14 8DY,-0.0380567484305574,51.5102397109834
336,NW8 6DB,-0.165051128443769,51.5377711827391
337,SE9 1LB,0.0521385669942884,51.461358009683
338,E4 7LY,-0.00463465932268554,51.6322177987768
339,SE6 3TW,-0.0216185298381866,51.4309086674607
340,SW16 3DD,-0.12188612164961,51.419788838471
341,SW11 5XS,-0.154648340808708,51.4701552215695
342,N18 1BU,-0.0836545918114499,51.6131755466368
343,W4 3HR,-0.269192256750701,51.4821895167331
344,W9 1BG,-0.181784756896859,51.5267462496136
345,SW4 9LE,-0.139680164291292,51.4523021949211
346,SE6 4XE,-0.0321685845091789,51.4431815257463
347,EC1V 3QT,-0.0927251473226184,51.5259523136034
348,SE1 2YT,-0.0733806855245152,51.5009694827399
349,W6 9SX,-0.222856759030463,51.484517842984
350,NW1 4QA,-0.154279267816639,51.5235199795926
351,E4 7GA,0.00810351763784917,51.6353368026966
352,SE15 2TE,-0.0569691845302581,51.4708251333194
353,E7 8ES,0.0391677255805182,51.5436610814588
354,W11 3DT,-0.198811248974429,51.5121084925395
355,SE3 7QD,0.0101027218701864,51.4780754904963
356,SE26 6RF,-0.0700988183560783,51.4302602325713
357,W3 6DF,-0.270058673493078,51.5087658180323
358,N1 2FT,-0.0899811936287821,51.5443243722205
359,N2 8ND,-0.172610281704091,51.5970681380344
360,E14 9PJ,-0.0052170423645908,51.5061965303942
361,SW17 8DU,-0.153894206244773,51.4285436747228
362,N20 9PQ,-0.179129332186256,51.6387499405509
363,W9 1HE,-0.188060882383668,51.5266185613865
364,E14 4AW,-0.0214903907675647,51.5077581786085
365,E17 8PN,-0.0285653918020448,51.5771743013123
366,SW12 8BN,-0.152494081569521,51.4507692906558
367,SE8 4EB,-0.0239434385256351,51.4707047484843
368,SW14 8DD,-0.254781520570959,51.4654388199449
369,SW6 6TU,-0.215440389182784,51.4789557670754
370,N10 2RN,-0.143628816392522,51.6031687344854
371,W13 9UR,-0.319693366606049,51.5035255477751
372,SW6 2LH,-0.187742834930014,51.4717955343462
373,SE9 1DR,0.0531266965235933,51.4545061671819
374,SW8 4NW,-0.148845655099151,51.4833187557277
375,WC1A 2LP,-0.123447000669648,51.5185614412427
376,NW2 1DH,-0.219637662762892,51.5697079542431
479,N14 4QJ,-0.138842465077868,51.6407529267032
480,NW8 9TD,-0.174414213386382,51.5340505283565
481,SE12 9LE,0.0220727433711128,51.4471953051738
482,NW3 7JD,-0.174661268354089,51.5678748477479
483,SE6 4BX,-0.0335334877670285,51.4351919085662
484,N16 7HH,-0.0719681957812573,51.5634265778248
485,SE15 6GJ,-0.0803245181940544,51.4807600726243
486,SE25 6HZ,-0.0879689915504609,51.3953826770931
487,SW18 5LS,-0.205657077638222,51.4445809771669
488,SW2 3BT,-0.108782908303862,51.4414032825392
489,EC2Y 8DH,-0.0965244532977236,51.5209242555675
490,E10 6JE,-0.00667621097495541,51.570464701833
491,SW19 8TX,-0.187725973968861,51.4242427018447
492,W13 8PG,-0.317441347471866,51.5157677744059
493,NW9 5DU,-0.249566706468888,51.5985828742724
494,SW2 4PF,-0.133323588605046,51.43982731168
495,NW1 5HG,-0.150501965552055,51.5235324158809
496,SW15 2QA,-0.20890422654049,51.4616264908752
497,SE23 1NL,-0.0393484200046616,51.4499204926674
498,N16 5HN,-0.0852928918630739,51.5694269710939
499,SW19 1HU,-0.189047152849336,51.4166554017028
500,E1W 2QW,-0.0617266784829321,51.507027291191
502,SE1 5DP,-0.0638629017777228,51.4892661921843
503,W12 8JF,-0.232797465814141,51.5034442823331
504,SE16 4ST,-0.0675485787476687,51.5012332196364
505,NW5 2SN,-0.131458749658619,51.5481937162507
506,W1H 2NE,-0.162004279960244,51.5174724562079
507,N5 2HB,-0.0936020035269969,51.5536185823814
508,SW4 6BY,-0.137595391067702,51.4667471502623
509,WC1H 9AP,-0.128102632757508,51.5273495809861
510,N14 6DU,-0.129192327213786,51.6276595490434
511,SW7 4XE,-0.187908115293306,51.4956012208072
512,NW10 4UX,-0.246537613869956,51.5332444588871
514,EC4A 1EP,-0.109327360172446,51.5166800419021
515,N1 1TN,-0.105155517862132,51.5390580605798
516,NW1 8DT,-0.147748380438133,51.545205775029
517,E17 8JU,-0.0180508124141861,51.5756932406815
518,W14 0DP,-0.217013259012535,51.5013978814884
519,W11 2HE,-0.20784252451584,51.5148006996665
520,N10 1LT,-0.150503819044914,51.5981606158728
521,E8 1AG,-0.0634601386854599,51.5470189460465
522,N15 3SB,-0.0957145136347937,51.5828155149809
523,NW3 4LY,-0.166202569874017,51.5475100130979
524,E1 6BJ,-0.0756570522343574,51.52115025229
525,E8 1AB,-0.0627902534096526,51.5444540002308
526,SE2 9RP,0.124069378483689,51.4919024160713
527,E17 6EL,-0.0318118099811618,51.5928938022973
528,N19 4JN,-0.120684204209458,51.5629041406963
529,EC1V 3AP,-0.0980424257417055,51.5256609743325
530,NW1 9RN,-0.13007672054023,51.5439092623964
531,E4 8EF,-0.024357934529393,51.6192694965587
532,NW11 0EE,-0.204469017742188,51.5844310841655
533,SW12 8SN,-0.158933833485805,51.4473904867166
534,W11 1QS,-0.20798722065866,51.517356759853
535,SE13 7QQ,-0.0203490584771602,51.4719120771307
536,NW3 2QX,-0.163079405724605,51.5537918202751
537,SE18 7QE,0.0845078017383104,51.4864613811459
538,W5 4XZ,-0.306024886550512,51.4963868200696
539,N18 2DD,-0.0542314755842662,51.6128623106969
540,E13 9BX,0.0351567652147964,51.5329575072466
541,SW6 6JT,-0.219430670846167,51.4792951997006
542,SW13 0ED,-0.241927101542285,51.4717572969914
543,N12 7DP,-0.187426404716522,51.6180431906322
544,E6 6BW,0.0610029769419718,51.5280277950534
545,SW3 1RB,-0.164758041128254,51.496293308786
546,SE10 0LN,0.0173847056353475,51.4844881289997
547,E4 6BH,0.0178540952622024,51.6290636666604
548,SE10 8AG,-0.0102224296702604,51.4723341527154
549,SE16 4TL,-0.0687716406534091,51.5016130734095
550,E13 8QS,0.0279743260409776,51.5235047038486
551,SE28 8TB,0.0989676932276601,51.5021027061282
552,SE18 1EQ,0.100407828768975,51.4898646628312
553,N9 9XH,-0.0641801029883649,51.6261737819667
554,N16 6ND,-0.0655958540737247,51.568411450621
555,N4 2QW,-0.104725424300899,51.5612086252532
556,SE18 7BG,0.0711907413861146,51.4847009982742
557,SW2 4XR,-0.13521761418119,51.4410175085983
558,SE12 0HY,0.0172923306199107,51.44322193415
559,W5 4ST,-0.312267719845867,51.4989856969062
560,N14 5LG,-0.141495667432405,51.6377195809269
561,SW18 1JL,-0.181783310942494,51.4616136489827
562,SE10 8XQ,0.00376863690689233,51.4810885724135
563,SW7 5LT,-0.177758228960375,51.4932677480662
564,SW19 2SZ,-0.184040522886043,51.4047256776401
565,SE10 0RF,0.0127251964892927,51.4862858240035
566,SW2 2BJ,-0.118118644017417,51.452677425213
567,SW9 9AL,-0.128538583912223,51.4685273317363
568,SW9 0AD,-0.114868906046086,51.4721661400529
569,SW14 7HD,-0.268549803898245,51.4683496921841
571,SW1V 2NX,-0.137506381678328,51.4890832522704
572,SE16 3JD,-0.0652679743411797,51.4866995084612
573,SW2 4ST,-0.124161820315368,51.4432421179101
574,W3 6SY,-0.265107796943369,51.5112555105179
575,E14 8LZ,-0.0270751932935466,51.5002354955704
576,N20 0HE,-0.178996317509442,51.6287214676848
577,SE22 9PQ,-0.0735632858769889,51.4508385381555
578,N1 1EX,-0.108274681622204,51.5417342175942
579,W3 8AZ,-0.267731776345615,51.5017264096296
580,W1B 1NX,-0.145615626797469,51.5224570950625
581,E1 6UP,-0.0757377781471052,51.5206030299445
582,SW17 7ST,-0.160698371983931,51.4400083028945
583,SW4 9NJ,-0.141245199794567,51.4527496742083
584,NW6 4NE,-0.194354889297733,51.5424343666843
585,E17 8JB,-0.0196525585685849,51.5737059516442
586,E1W 3TB,-0.0546766228676459,51.5071083878153
587,NW2 6XJ,-0.224768994524393,51.5576280555482
588,SW3 2AR,-0.169507839977178,51.4938856214017
589,NW6 5PU,-0.19781966375357,51.5302939393681
590,SW11 3DU,-0.172669103739981,51.4731892047477
591,N8 8DF,-0.124722344163246,51.5773206993873
592,E6 1BG,0.0492999662418433,51.5390241196771
593,W8 4HU,-0.194235739696951,51.5049970409106
594,SE15 3BL,-0.050770458794716,51.4595083609402
595,SW17 9NF,-0.167147420143158,51.42555932131
596,SE16 7AP,-0.0488274060180932,51.4983063449995
597,SW18 2QD,-0.186562363436942,51.457263350069
598,SE10 8JE,-0.0154395613015392,51.4768739776894
599,E6 5XN,0.0543239609209201,51.517371687706
600,SE10 0QU,0.014160424884459,51.4949931093233
601,SW18 5AE,-0.197581518228678,51.441723343598
602,E12 6HS,0.0629051546362512,51.5484168166441
604,SW4 7DJ,-0.131258359384739,51.4590475696075
605,W13 0JY,-0.328580695117106,51.5193531112844
606,W6 0RW,-0.241253452593972,51.4941383608267
607,SW18 3RN,-0.171157734971094,51.4490476351169
608,SE18 1AD,0.0850954281857406,51.486396974833
609,NW5 4RB,-0.147780829077376,51.5486683812669
610,N1 4JP,-0.078712833961492,51.5437536725128
611,SE9 3RG,0.0805579500686927,51.4341662007979
612,NW6 1XZ,-0.188045875120001,51.5491443380629
613,SE6 3QT,-0.0246944712589215,51.4263023046856
614,E14 0NQ,-0.00546336073102009,51.5137545642313
615,E2 6PQ,-0.0624487520860348,51.5311033945248
616,SE25 4HU,-0.0636723400616246,51.3995339781468
617,NW8 7LB,-0.163394261356514,51.5355870650097
618,SW15 6QJ,-0.234198163573937,51.4601127997663
619,SW15 2JN,-0.210802141028315,51.4580045168752
620,N17 6RN,-0.0743618928030807,51.5976013886187
621,NW11 6RH,-0.19056568505709,51.5845052815035
622,SE5 8PF,-0.0843258081356293,51.4711944204274
623,E10 7LY,-0.0289190272472733,51.5676661165752
624,SE10 8AS,-0.00727627351203352,51.4708812455896
